"","sw","A_public","A_private","A_standard","Y","College_education","nivetude2","Vocational","High_school_dropout","Manager","Technician","Skilled_clerical_worker","Unskilled_clerical_worker","Skilled_blue_colar","Unskilled_blue_colar","Woman","Married","French","African","Other_Nationality","Paris_region","North","Other_regions","Employment_component_level_1","Employment_component_level_2","Employment_component_missing","Economic_Layoff","Personnal_Layoff","End_of_Fixed_Term_Contract","End_of_Temporary_Work","Other_reasons_of_unemployment","Statistical_risk_level_2","Statistical_risk_level_3","Other_Statistical_risk","Search_for_a_full_time_position","Sensitive_suburban_area","Insertion","Interim","Conseil","age","Number_of_children","exper","salaire.num","mois_saisie_occ","ndem"
"111",0.827225405470844,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,56,1,11,3,4,1
"112",0.831709090553445,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,31,0,2,1,11,3
"113",0.827225405470844,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,53,0,6,4,6,1
"114",0.827225405470844,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,44,1,18,3,6,2
"115",1.10552001905641,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,46,2,5,1,5,3
"116",1.10552001905641,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,32,3,6,2,9,1
"117",0.827225405470844,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,38,2,18,3,5,2
"118",0.827225405470844,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,29,0,4,2,4,3
"119",0.827225405470844,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,33,2,7,4,6,1
"120",1.10552001905641,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,36,2,3,1,7,1
"121",0.853309946185294,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,38,2,8,2,3,1
